Provisional_Death_Counts_for_Influenza__Pneumonia__and_COVID-19_20240928 (1),,,,,,,,,,,,,
Data As Of,Start Week,End Week,Jurisdiction,Age Group,Total Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Month-Year,,,,,,
11/02/2023,10/17/2021,10/23/2021,New York City,All Ages,1079,115,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,North Carolina,All Ages,2310,439,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,North Dakota,All Ages,183,54,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Ohio,All Ages,3014,718,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Oklahoma,All Ages,943,211,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Oregon,All Ages,983,176,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Pennsylvania,All Ages,3058,619,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Rhode Island,All Ages,203,27,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,South Carolina,All Ages,1257,267,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,South Dakota,All Ages,180,38,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Tennessee,All Ages,1793,404,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Texas,All Ages,5021,1052,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Utah,All Ages,449,71,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Vermont,All Ages,146,12,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Virginia,All Ages,1676,272,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Washington,All Ages,1358,230,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,West Virginia,All Ages,641,194,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Wisconsin,All Ages,1291,202,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,Wyoming,All Ages,172,59,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 1,All Ages,2848,355,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 2,All Ages,4852,678,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 3,All Ages,6853,1314,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 4,All Ages,15218,2812,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 5,All Ages,11803,2183,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 6,All Ages,8211,1581,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 7,All Ages,3166,486,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 8,All Ages,2324,542,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 9,All Ages,8664,1357,Oct-2021,,,,,,
11/02/2023,10/17/2021,10/23/2021,HHS Region 10,All Ages,2984,591,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,United States,All Ages,66321,11034,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Alabama,All Ages,1170,165,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Alaska,All Ages,178,66,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Arizona,All Ages,1575,349,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Arkansas,All Ages,732,110,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,California,All Ages,6036,870,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Colorado,All Ages,1049,243,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Connecticut,All Ages,651,57,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Delaware,All Ages,248,32,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,District of Columbia,All Ages,117,12,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Florida,All Ages,4583,622,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Georgia,All Ages,2034,296,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Hawaii,All Ages,249,32,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Idaho,All Ages,442,140,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Illinois,All Ages,2396,306,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Indiana,All Ages,1613,256,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Iowa,All Ages,751,128,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Kansas,All Ages,635,96,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Kentucky,All Ages,1143,240,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Louisiana,All Ages,990,97,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Maine,All Ages,356,52,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Maryland,All Ages,1068,162,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Massachusetts,All Ages,1237,138,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Michigan,All Ages,2379,439,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Minnesota,All Ages,1106,198,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Mississippi,All Ages,699,101,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Missouri,All Ages,1379,177,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Montana,All Ages,295,98,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Nebraska,All Ages,405,72,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Nevada,All Ages,632,117,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,New Hampshire,All Ages,299,49,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,New Jersey,All Ages,1597,182,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,New Mexico,All Ages,492,106,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,New York,All Ages,2222,393,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,New York City,All Ages,1127,133,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,North Carolina,All Ages,2211,365,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,North Dakota,All Ages,168,42,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Ohio,All Ages,3043,663,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Oklahoma,All Ages,942,179,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Oregon,All Ages,923,157,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Pennsylvania,All Ages,3211,639,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Rhode Island,All Ages,202,23,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,South Carolina,All Ages,1161,191,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,South Dakota,All Ages,197,34,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Tennessee,All Ages,1702,307,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Texas,All Ages,4791,848,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Utah,All Ages,550,128,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Vermont,All Ages,158,28,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Virginia,All Ages,1741,271,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Washington,All Ages,1394,208,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,West Virginia,All Ages,537,125,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Wisconsin,All Ages,1334,226,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,Wyoming,All Ages,171,66,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 1,All Ages,2903,347,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 2,All Ages,4946,708,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 3,All Ages,6922,1241,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 4,All Ages,14703,2287,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 5,All Ages,11871,2088,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 6,All Ages,7947,1340,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 7,All Ages,3170,473,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 8,All Ages,2430,611,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 9,All Ages,8492,1368,Oct-2021,,,,,,
11/02/2023,10/24/2021,10/30/2021,HHS Region 10,All Ages,2937,571,Oct-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,United States,All Ages,66494,10383,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Alabama,All Ages,1216,152,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Alaska,All Ages,154,46,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Arizona,All Ages,1560,324,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Arkansas,All Ages,708,87,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,California,All Ages,6004,902,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Colorado,All Ages,1136,289,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Connecticut,All Ages,667,58,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Delaware,All Ages,209,32,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,District of Columbia,All Ages,99,10,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Florida,All Ages,4496,540,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Georgia,All Ages,1977,263,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Hawaii,All Ages,254,26,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Idaho,All Ages,429,110,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Illinois,All Ages,2435,269,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Indiana,All Ages,1574,236,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Iowa,All Ages,676,124,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Kansas,All Ages,657,106,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Kentucky,All Ages,1177,225,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Louisiana,All Ages,1045,89,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Maine,All Ages,395,68,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Maryland,All Ages,1087,147,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Massachusetts,All Ages,1271,135,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Michigan,All Ages,2459,467,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Minnesota,All Ages,1118,226,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Mississippi,All Ages,756,97,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Missouri,All Ages,1370,177,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Montana,All Ages,313,102,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Nebraska,All Ages,378,75,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Nevada,All Ages,688,143,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,New Hampshire,All Ages,308,43,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,New Jersey,All Ages,1649,197,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,New Mexico,All Ages,582,136,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,New York,All Ages,2231,356,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,New York City,All Ages,1182,134,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,North Carolina,All Ages,2184,303,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,North Dakota,All Ages,175,45,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Ohio,All Ages,2993,552,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Oklahoma,All Ages,935,170,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Oregon,All Ages,876,133,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Pennsylvania,All Ages,3084,600,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Rhode Island,All Ages,205,19,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,South Carolina,All Ages,1221,166,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,South Dakota,All Ages,205,29,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Tennessee,All Ages,1657,230,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Texas,All Ages,4768,738,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Utah,All Ages,498,106,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Vermont,All Ages,141,14,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Virginia,All Ages,1752,244,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Washington,All Ages,1415,217,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,West Virginia,All Ages,613,136,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Wisconsin,All Ages,1337,225,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,Wyoming,All Ages,175,65,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 1,All Ages,2987,337,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 2,All Ages,5062,687,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 3,All Ages,6844,1169,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 4,All Ages,14684,1976,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 5,All Ages,11916,1975,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 6,All Ages,8038,1220,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 7,All Ages,3081,482,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 8,All Ages,2502,636,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 9,All Ages,8506,1395,Nov-2021,,,,,,
11/02/2023,10/31/2021,11/06/2021,HHS Region 10,All Ages,2874,506,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,United States,All Ages,67323,10274,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Alabama,All Ages,1211,140,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Alaska,All Ages,121,28,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Arizona,All Ages,1661,407,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Arkansas,All Ages,745,87,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,California,All Ages,6041,903,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Colorado,All Ages,1116,330,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Connecticut,All Ages,668,69,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Delaware,All Ages,232,26,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,District of Columbia,All Ages,111,,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Florida,All Ages,4511,453,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Georgia,All Ages,2113,238,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Hawaii,All Ages,254,22,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Idaho,All Ages,398,100,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Illinois,All Ages,2448,310,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Indiana,All Ages,1607,255,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Iowa,All Ages,728,128,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Kansas,All Ages,648,101,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Kentucky,All Ages,1137,179,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Louisiana,All Ages,995,71,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Maine,All Ages,396,69,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Maryland,All Ages,1134,139,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Massachusetts,All Ages,1257,124,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Michigan,All Ages,2624,574,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Minnesota,All Ages,1190,249,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Mississippi,All Ages,728,85,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Missouri,All Ages,1443,146,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Montana,All Ages,288,99,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Nebraska,All Ages,417,78,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Nevada,All Ages,644,146,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,New Hampshire,All Ages,318,53,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,New Jersey,All Ages,1566,167,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,New Mexico,All Ages,542,155,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,New York,All Ages,2368,373,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,New York City,All Ages,1175,132,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,North Carolina,All Ages,2256,247,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,North Dakota,All Ages,157,39,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Ohio,All Ages,3045,554,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Oklahoma,All Ages,920,169,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Oregon,All Ages,882,109,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Pennsylvania,All Ages,3251,612,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Rhode Island,All Ages,211,24,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,South Carolina,All Ages,1242,148,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,South Dakota,All Ages,195,42,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Tennessee,All Ages,1731,273,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Texas,All Ages,4715,670,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Utah,All Ages,475,98,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Vermont,All Ages,133,14,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Virginia,All Ages,1752,215,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Washington,All Ages,1396,203,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,West Virginia,All Ages,646,144,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Wisconsin,All Ages,1321,224,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,Wyoming,All Ages,160,45,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 1,All Ages,2983,353,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 2,All Ages,5109,672,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 3,All Ages,7126,1144,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 4,All Ages,14929,1763,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 5,All Ages,12235,2166,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 6,All Ages,7917,1152,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 7,All Ages,3236,453,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 8,All Ages,2391,653,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 9,All Ages,8600,1478,Nov-2021,,,,,,
11/02/2023,11/07/2021,11/13/2021,HHS Region 10,All Ages,2797,440,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,United States,All Ages,66813,10500,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Alabama,All Ages,1138,101,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Alaska,All Ages,135,29,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Arizona,All Ages,1737,444,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Arkansas,All Ages,751,90,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,California,All Ages,6035,909,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Colorado,All Ages,1136,330,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Connecticut,All Ages,669,73,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Delaware,All Ages,186,27,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,District of Columbia,All Ages,96,,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Florida,All Ages,4571,381,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Georgia,All Ages,1961,222,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Hawaii,All Ages,236,20,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Idaho,All Ages,392,67,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Illinois,All Ages,2456,317,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Indiana,All Ages,1606,255,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Iowa,All Ages,783,151,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Kansas,All Ages,598,121,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Kentucky,All Ages,1198,185,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Louisiana,All Ages,1013,82,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Maine,All Ages,376,73,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Maryland,All Ages,1083,130,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Massachusetts,All Ages,1235,130,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Michigan,All Ages,2652,651,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Minnesota,All Ages,1204,297,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Mississippi,All Ages,716,80,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Missouri,All Ages,1421,171,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Montana,All Ages,304,78,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Nebraska,All Ages,425,92,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Nevada,All Ages,656,135,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,New Hampshire,All Ages,302,51,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,New Jersey,All Ages,1500,140,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,New Mexico,All Ages,585,189,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,New York,All Ages,2353,373,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,New York City,All Ages,1124,129,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,North Carolina,All Ages,2098,271,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,North Dakota,All Ages,156,40,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Ohio,All Ages,3107,638,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Oklahoma,All Ages,935,157,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Oregon,All Ages,894,124,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Pennsylvania,All Ages,3214,652,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Rhode Island,All Ages,248,27,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,South Carolina,All Ages,1185,153,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,South Dakota,All Ages,208,45,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Tennessee,All Ages,1684,234,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Texas,All Ages,4699,653,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Utah,All Ages,464,87,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Vermont,All Ages,144,16,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Virginia,All Ages,1648,216,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Washington,All Ages,1348,172,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,West Virginia,All Ages,628,168,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Wisconsin,All Ages,1365,271,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,Wyoming,All Ages,155,47,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 1,All Ages,2974,370,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 2,All Ages,4977,642,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 3,All Ages,6855,1199,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 4,All Ages,14551,1627,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 5,All Ages,12390,2429,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 6,All Ages,7983,1171,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 7,All Ages,3227,535,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 8,All Ages,2423,627,Nov-2021,,,,,,
11/02/2023,11/14/2021,11/20/2021,HHS Region 9,All Ages,8664,1508,Nov-2021,,,,,,
