Provisional_Death_Counts_for_Influenza__Pneumonia__and_COVID-19_20240928 (1),,,,,,,,,,,,,
Data As Of,Start Week,End Week,Jurisdiction,Age Group,Total Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Month-Year,,,,,,
11/02/2023,12/06/2020,12/12/2020,HHS Region 5,All Ages,15742,5552,Dec-2020,,,,,,
11/02/2023,12/06/2020,12/12/2020,HHS Region 6,All Ages,10071,3211,Dec-2020,,,,,,
11/02/2023,12/06/2020,12/12/2020,HHS Region 7,All Ages,4317,1555,Dec-2020,,,,,,
11/02/2023,12/06/2020,12/12/2020,HHS Region 8,All Ages,2716,1004,Dec-2020,,,,,,
11/02/2023,12/06/2020,12/12/2020,HHS Region 9,All Ages,11167,3275,Dec-2020,,,,,,
11/02/2023,12/06/2020,12/12/2020,HHS Region 10,All Ages,2864,603,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,United States,All Ages,82800,25611,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Alabama,All Ages,1639,480,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Alaska,All Ages,104,22,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Arizona,All Ages,2060,812,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Arkansas,All Ages,919,285,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,California,All Ages,9208,3294,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Colorado,All Ages,1191,425,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Connecticut,All Ages,860,278,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Delaware,All Ages,297,86,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,District of Columbia,All Ages,125,40,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Florida,All Ages,4886,910,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Georgia,All Ages,2416,477,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Hawaii,All Ages,253,17,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Idaho,All Ages,405,112,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Illinois,All Ages,3217,1098,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Indiana,All Ages,2031,755,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Iowa,All Ages,865,327,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Kansas,All Ages,979,374,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Kentucky,All Ages,1369,439,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Louisiana,All Ages,1217,274,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Maine,All Ages,328,45,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Maryland,All Ages,1410,411,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Massachusetts,All Ages,1401,356,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Michigan,All Ages,2814,899,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Minnesota,All Ages,1303,470,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Mississippi,All Ages,937,282,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Missouri,All Ages,1835,546,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Montana,All Ages,272,81,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Nebraska,All Ages,458,141,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Nevada,All Ages,831,311,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,New Hampshire,All Ages,294,59,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,New Jersey,All Ages,2109,595,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,New Mexico,All Ages,671,281,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,New York,All Ages,2816,929,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,New York City,All Ages,1330,305,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,North Carolina,All Ages,2595,698,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,North Dakota,All Ages,159,57,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Ohio,All Ages,4068,1617,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Oklahoma,All Ages,1306,499,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Oregon,All Ages,977,157,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Pennsylvania,All Ages,4423,1646,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Rhode Island,All Ages,331,151,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,South Carolina,All Ages,1378,331,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,South Dakota,All Ages,238,107,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Tennessee,All Ages,2083,665,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Texas,All Ages,6087,1886,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Utah,All Ages,515,135,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Vermont,All Ages,128,23,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Virginia,All Ages,1900,446,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Washington,All Ages,1375,281,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,West Virginia,All Ages,706,215,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Wisconsin,All Ages,1505,428,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,Wyoming,All Ages,176,53,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 1,All Ages,3342,912,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 2,All Ages,6255,1829,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 3,All Ages,8861,2844,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 4,All Ages,17303,4282,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 5,All Ages,14938,5267,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 6,All Ages,10200,3225,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 7,All Ages,4137,1388,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 8,All Ages,2551,858,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 9,All Ages,12352,4434,Dec-2020,,,,,,
11/02/2023,12/13/2020,12/19/2020,HHS Region 10,All Ages,2861,572,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,United States,All Ages,84224,26693,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Alabama,All Ages,1664,528,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Alaska,All Ages,120,30,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Arizona,All Ages,2177,850,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Arkansas,All Ages,920,299,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,California,All Ages,10526,4338,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Colorado,All Ages,1079,325,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Connecticut,All Ages,916,284,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Delaware,All Ages,291,91,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,District of Columbia,All Ages,140,36,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Florida,All Ages,5031,1005,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Georgia,All Ages,2395,607,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Hawaii,All Ages,202,22,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Idaho,All Ages,396,113,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Illinois,All Ages,3136,1035,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Indiana,All Ages,1991,684,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Iowa,All Ages,847,273,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Kansas,All Ages,874,321,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Kentucky,All Ages,1497,457,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Louisiana,All Ages,1220,295,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Maine,All Ages,350,63,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Maryland,All Ages,1320,361,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Massachusetts,All Ages,1542,427,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Michigan,All Ages,2679,756,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Minnesota,All Ages,1214,371,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Mississippi,All Ages,994,291,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Missouri,All Ages,1771,537,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Montana,All Ages,304,82,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Nebraska,All Ages,428,138,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Nevada,All Ages,842,319,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,New Hampshire,All Ages,348,87,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,New Jersey,All Ages,2078,655,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,New Mexico,All Ages,639,231,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,New York,All Ages,2940,991,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,New York City,All Ages,1464,363,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,North Carolina,All Ages,2641,718,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,North Dakota,All Ages,180,64,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Ohio,All Ages,3900,1444,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Oklahoma,All Ages,1310,521,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Oregon,All Ages,876,147,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Pennsylvania,All Ages,4478,1706,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Rhode Island,All Ages,297,110,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,South Carolina,All Ages,1455,383,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,South Dakota,All Ages,199,64,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Tennessee,All Ages,2255,750,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Texas,All Ages,6075,1992,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Utah,All Ages,477,113,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Vermont,All Ages,158,31,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Virginia,All Ages,1948,465,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Washington,All Ages,1396,266,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,West Virginia,All Ages,677,211,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Wisconsin,All Ages,1419,386,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,Wyoming,All Ages,148,57,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 1,All Ages,3611,1002,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 2,All Ages,6482,2009,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 3,All Ages,8854,2870,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 4,All Ages,17932,4739,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 5,All Ages,14339,4676,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 6,All Ages,10164,3338,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 7,All Ages,3920,1269,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 8,All Ages,2387,705,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 9,All Ages,13747,5529,Dec-2020,,,,,,
11/02/2023,12/20/2020,12/26/2020,HHS Region 10,All Ages,2788,556,Dec-2020,,,,,,
11/02/2023,12/27/2020,01/02/2021,United States,All Ages,86858,28270,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Alabama,All Ages,1850,591,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Alaska,All Ages,109,14,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Arizona,All Ages,2245,949,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Arkansas,All Ages,966,325,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,California,All Ages,11243,5085,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Colorado,All Ages,1085,298,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Connecticut,All Ages,906,325,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Delaware,All Ages,286,76,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,District of Columbia,All Ages,148,41,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Florida,All Ages,5628,1190,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Georgia,All Ages,2713,790,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Hawaii,All Ages,223,15,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Idaho,All Ages,347,89,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Illinois,All Ages,3141,951,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Indiana,All Ages,2023,717,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Iowa,All Ages,761,230,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Kansas,All Ages,827,284,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Kentucky,All Ages,1413,431,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Louisiana,All Ages,1250,305,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Maine,All Ages,367,76,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Maryland,All Ages,1464,407,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Massachusetts,All Ages,1508,449,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Michigan,All Ages,2612,665,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Minnesota,All Ages,1197,316,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Mississippi,All Ages,1066,346,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Missouri,All Ages,1744,505,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Montana,All Ages,272,63,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Nebraska,All Ages,420,116,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Nevada,All Ages,853,320,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,New Hampshire,All Ages,325,86,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,New Jersey,All Ages,2205,719,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,New Mexico,All Ages,634,222,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,New York,All Ages,2978,1047,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,New York City,All Ages,1424,395,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,North Carolina,All Ages,2805,875,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,North Dakota,All Ages,152,38,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Ohio,All Ages,3903,1366,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Oklahoma,All Ages,1385,583,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Oregon,All Ages,900,155,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Pennsylvania,All Ages,4390,1634,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Rhode Island,All Ages,279,101,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,South Carolina,All Ages,1541,449,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,South Dakota,All Ages,202,68,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Tennessee,All Ages,2269,752,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Texas,All Ages,6474,2235,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Utah,All Ages,468,114,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Vermont,All Ages,136,17,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Virginia,All Ages,2066,550,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Washington,All Ages,1353,257,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,West Virginia,All Ages,743,238,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Wisconsin,All Ages,1414,359,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,Wyoming,All Ages,145,41,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 1,All Ages,3521,1054,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 2,All Ages,6607,2161,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 3,All Ages,9097,2946,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 4,All Ages,19285,5424,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 5,All Ages,14290,4374,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 6,All Ages,10709,3670,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 7,All Ages,3752,1135,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 8,All Ages,2324,622,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 9,All Ages,14564,6369,Jan-2021,,,,,,
11/02/2023,12/27/2020,01/02/2021,HHS Region 10,All Ages,2709,515,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,United States,All Ages,86888,29363,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Alabama,All Ages,1871,642,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Alaska,All Ages,116,15,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Arizona,All Ages,2370,998,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Arkansas,All Ages,950,312,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,California,All Ages,11854,5641,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Colorado,All Ages,1072,244,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Connecticut,All Ages,860,271,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Delaware,All Ages,288,82,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,District of Columbia,All Ages,150,37,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Florida,All Ages,5387,1303,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Georgia,All Ages,2849,929,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Hawaii,All Ages,210,29,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Idaho,All Ages,399,95,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Illinois,All Ages,2913,805,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Indiana,All Ages,1932,625,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Iowa,All Ages,813,241,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Kansas,All Ages,797,290,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Kentucky,All Ages,1275,398,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Louisiana,All Ages,1401,369,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Maine,All Ages,346,74,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Maryland,All Ages,1358,387,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Massachusetts,All Ages,1543,458,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Michigan,All Ages,2406,595,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Minnesota,All Ages,1158,287,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Mississippi,All Ages,1052,384,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Missouri,All Ages,1716,488,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Montana,All Ages,248,55,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Nebraska,All Ages,453,122,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Nevada,All Ages,876,317,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,New Hampshire,All Ages,330,85,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,New Jersey,All Ages,2061,618,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,New Mexico,All Ages,595,207,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,New York,All Ages,3075,1191,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,New York City,All Ages,1540,502,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,North Carolina,All Ages,2915,924,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,North Dakota,All Ages,136,27,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Ohio,All Ages,3694,1252,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Oklahoma,All Ages,1313,573,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Oregon,All Ages,884,153,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Pennsylvania,All Ages,3962,1408,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Rhode Island,All Ages,285,116,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,South Carolina,All Ages,1638,509,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,South Dakota,All Ages,219,79,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Tennessee,All Ages,2311,813,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Texas,All Ages,6886,2777,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Utah,All Ages,512,128,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Vermont,All Ages,117,15,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Virginia,All Ages,2050,605,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Washington,All Ages,1439,273,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,West Virginia,All Ages,739,254,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Wisconsin,All Ages,1379,317,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,Wyoming,All Ages,145,44,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 1,All Ages,3481,1019,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 2,All Ages,6676,2311,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 3,All Ages,8547,2773,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 4,All Ages,19298,5902,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 5,All Ages,13482,3881,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 6,All Ages,11145,4238,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 7,All Ages,3779,1141,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 8,All Ages,2332,577,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 9,All Ages,15310,6985,Jan-2021,,,,,,
11/02/2023,01/03/2021,01/09/2021,HHS Region 10,All Ages,2838,536,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,United States,All Ages,87232,29070,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Alabama,All Ages,1896,687,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Alaska,All Ages,130,12,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Arizona,All Ages,2396,1051,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Arkansas,All Ages,988,354,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,California,All Ages,11566,5463,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Colorado,All Ages,987,196,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Connecticut,All Ages,857,262,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Delaware,All Ages,295,94,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,District of Columbia,All Ages,160,49,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Florida,All Ages,5747,1497,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Georgia,All Ages,3080,1067,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Hawaii,All Ages,247,29,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Idaho,All Ages,344,59,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Illinois,All Ages,2820,719,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Indiana,All Ages,1895,558,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Iowa,All Ages,765,208,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Kansas,All Ages,812,267,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Kentucky,All Ages,1381,378,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Louisiana,All Ages,1402,398,Jan-2021,,,,,,
11/02/2023,01/10/2021,01/16/2021,Maine,All Ages,377,97,Jan-2021,,,,,,
